structure_number,nbi_year,state,county,latitude,longitude,year_built,material_code,material,design_code,design_type,num_spans,structure_length_m,deck_width_m,condition_rating,hwb_class,deck_area_m2,design_era
53 2397,2024,6,37,34.15031944444444,-118.08886388888888,1976,1,concrete,6,other,1,10.4,3.0,,HWB4,31.200000000000003,seismic
53 2398S,2024,6,37,34.14736388888889,-118.0822,1976,6,prestressed_concrete,5,other,4,132.4,7.3,7.0,HWB6,966.52,seismic
53 2400,2024,6,37,33.92968611111111,-118.37030277777777,1991,6,prestressed_concrete,6,other,18,722.1,43.4,7.0,HWB2,31339.14,seismic
53 2400L,2024,6,37,33.931533333333334,-118.39889722222225,1990,6,prestressed_concrete,6,other,54,1200.0,16.3,7.0,HWB2,19560.0,seismic
53 2400R,2024,6,37,33.93120277777778,-118.39816666666668,1990,6,prestressed_concrete,6,other,52,1200.0,16.3,7.0,HWB2,19560.0,seismic
53 2400S,2024,6,37,33.93069444444444,-118.39020555555555,1989,6,prestressed_concrete,6,other,4,165.4,9.8,7.0,HWB2,1620.92,seismic
53 2401R,2024,6,37,33.92839166666666,-118.27850555555555,1989,5,prestressed_concrete,6,other,1,57.0,21.7,7.0,HWB4,1236.9,seismic
53 2402,2024,6,37,33.92948888888888,-118.28247222222222,1991,5,prestressed_concrete,6,other,1,39.2,24.4,7.0,HWB4,956.48,seismic
53 2403G,2024,6,37,33.928038888888885,-118.2840361111111,1991,6,prestressed_concrete,6,other,5,219.5,8.5,7.0,HWB2,1865.75,seismic
53 2404G,2024,6,37,33.928261111111105,-118.28715555555556,1989,6,prestressed_concrete,6,other,34,1471.0,11.7,7.0,HWB2,17210.7,seismic
53 2405L,2024,6,37,33.92881666666666,-118.28294444444444,1991,6,prestressed_concrete,6,other,10,475.2,32.7,7.0,HWB2,15539.04,seismic
53 2405R,2024,6,37,33.92836111111111,-118.2829111111111,1986,6,prestressed_concrete,6,other,7,307.2,24.8,7.0,HWB2,7618.559999999999,seismic
53 2406F,2024,6,37,33.93007222222222,-118.28134722222222,1991,6,prestressed_concrete,6,other,6,238.4,11.7,7.0,HWB2,2789.28,seismic
53 2407F,2024,6,37,33.92643888888889,-118.28158611111112,1991,6,prestressed_concrete,6,other,12,598.3,10.8,7.0,HWB2,6461.64,seismic
53 2408H,2024,6,37,33.927077777777775,-118.27977222222222,1991,6,prestressed_concrete,6,other,9,303.0,10.4,7.0,HWB2,3151.2000000000003,seismic
53 2409,2024,6,37,33.92903055555556,-118.27549722222224,1989,1,concrete,6,other,1,234.7,15.7,7.0,HWB2,3684.79,seismic
53 2410L,2024,6,37,33.928244444444445,-118.27416944444444,1985,5,prestressed_concrete,6,other,1,48.8,35.4,7.0,HWB4,1727.5199999999998,seismic
53 2410R,2024,6,37,33.92771388888889,-118.27416666666666,1985,5,prestressed_concrete,6,other,1,48.8,35.4,7.0,HWB4,1727.5199999999998,seismic
53 2413K,2024,6,37,33.90703333333333,-118.1831638888889,1990,6,prestressed_concrete,6,other,3,168.6,7.3,7.0,HWB2,1230.78,seismic
53 2414F,2024,6,37,33.9104,-118.18131111111111,1993,6,prestressed_concrete,6,other,10,525.8,11.7,7.0,HWB2,6151.859999999999,seismic
53 2415G,2024,6,37,33.909083333333335,-118.1803388888889,1990,6,prestressed_concrete,6,other,14,814.6,10.7,7.0,HWB2,8716.22,seismic
53 2416F,2024,6,37,33.91450833333333,-118.18416388888888,1992,6,prestressed_concrete,6,other,13,601.1,8.5,7.0,HWB2,5109.35,seismic
53 2418G,2024,6,37,33.91422222222222,-118.18559444444443,1990,6,prestressed_concrete,6,other,13,775.1,10.5,7.0,HWB2,8138.55,seismic
53 2419,2024,6,37,33.91280833333333,-118.18089166666668,1993,6,prestressed_concrete,6,other,7,377.3,50.5,5.0,HWB2,19053.65,seismic
53 2420F,2024,6,37,33.91084444444444,-118.17460277777778,1990,6,prestressed_concrete,6,other,19,1098.5,10.7,7.0,HWB2,11753.95,seismic
53 2421K,2024,6,37,33.911563888888885,-118.17461666666668,1993,6,prestressed_concrete,6,other,3,132.6,11.0,5.0,HWB6,1458.6,seismic
53 2423,2024,6,37,33.910694444444445,-118.16880555555556,1989,6,prestressed_concrete,6,other,2,99.4,23.2,7.0,HWB6,2306.08,seismic
53 2424,2024,6,37,33.91084166666666,-118.16523333333332,1988,6,prestressed_concrete,6,other,4,131.4,9.8,7.0,HWB6,1287.7200000000005,seismic
53 2425,2024,6,37,33.91153333333333,-118.15996666666668,1989,6,prestressed_concrete,6,other,2,90.5,23.2,5.0,HWB6,2099.6,seismic
53 2428,2024,6,37,33.911902777777776,-118.15507222222224,1989,6,prestressed_concrete,6,other,2,120.1,12.2,7.0,HWB6,1465.2199999999998,seismic
53 2429,2024,6,37,33.91227222222222,-118.152225,1989,6,prestressed_concrete,6,other,2,75.3,19.2,7.0,HWB6,1445.76,seismic
53 2430,2024,6,37,33.913225,-118.14843888888888,1989,6,prestressed_concrete,6,other,2,135.3,19.5,7.0,HWB6,2638.3500000000004,seismic
53 2431Y,2024,6,37,34.14718611111111,-118.15630833333334,1975,1,concrete,5,other,1,18.2,5.5,7.0,HWB4,100.1,seismic
53 2432,2024,6,37,33.934025,-118.35291388888888,1993,6,prestressed_concrete,6,other,2,109.4,40.2,5.0,HWB6,4397.88,seismic
53 2434T,2024,6,37,33.932269444444444,-118.36730277777777,1989,6,prestressed_concrete,6,other,3,99.7,9.8,7.0,HWB6,977.06,seismic
53 2435,2024,6,37,33.931602777777776,-118.361575,1993,5,prestressed_concrete,6,other,1,45.4,43.6,7.0,HWB4,1979.44,seismic
53 2435F,2024,6,37,33.932199999999995,-118.36155833333332,1993,5,prestressed_concrete,6,other,1,42.8,15.5,7.0,HWB4,663.4,seismic
53 2438F,2024,6,37,33.93062222222222,-118.37141388888888,1994,6,prestressed_concrete,6,other,9,439.5,8.2,7.0,HWB2,3603.9,seismic
53 2439S,2024,6,37,33.931555555555555,-118.36776944444443,1989,6,prestressed_concrete,6,other,7,252.7,15.6,7.0,HWB2,3942.12,seismic
53 2442G,2024,6,37,33.92785,-118.36746666666666,1991,6,prestressed_concrete,6,other,11,520.0,10.4,5.0,HWB2,5408.0,seismic
53 2442H,2024,6,37,33.93051666666666,-118.3767,1989,6,prestressed_concrete,6,other,11,489.2,18.6,7.0,HWB2,9099.12,seismic
53 2443F,2024,6,37,33.931666666666665,-118.36111388888888,1991,6,prestressed_concrete,6,other,27,1279.6,15.2,5.0,HWB2,19449.92,seismic
53 2452,2024,6,37,33.91588611111111,-118.18989722222224,1990,5,prestressed_concrete,6,other,1,46.2,54.4,5.0,HWB4,2513.28,seismic
53 2453,2024,6,37,33.914180555555554,-118.18477222222222,1993,5,prestressed_concrete,6,other,1,41.0,43.4,4.0,HWB4,1779.4,seismic
53 2455G,2024,6,37,33.90903333333333,-118.18018055555557,1992,6,prestressed_concrete,6,other,19,815.0,11.9,7.0,HWB2,9698.5,seismic
53 2456F,2024,6,37,33.91562777777778,-118.1786388888889,1992,6,prestressed_concrete,6,other,9,423.4,10.5,7.0,HWB2,4445.7,seismic
53 2458,2024,6,37,33.87302777777778,-118.26628333333332,1974,6,prestressed_concrete,5,other,2,65.5,50.0,7.0,HWB5,3275.0,conventional
53 2459,2024,6,37,33.873066666666666,-118.24858055555556,1974,6,prestressed_concrete,5,other,2,77.1,25.7,7.0,HWB5,1981.47,conventional
53 2464,2024,6,37,34.278444444444446,-118.51979722222222,1980,6,prestressed_concrete,6,other,2,75.3,24.3,7.0,HWB6,1829.79,seismic
53 2465,2024,6,37,34.278166666666664,-118.51539722222222,1980,6,prestressed_concrete,6,other,2,85.6,13.4,7.0,HWB6,1147.04,seismic
53 2466,2024,6,37,34.27818611111111,-118.51103055555556,1980,6,prestressed_concrete,6,other,2,73.6,20.1,7.0,HWB6,1479.36,seismic
53 2476,2024,6,37,33.9272,-118.26988888888889,1985,5,prestressed_concrete,6,other,1,42.4,55.9,7.0,HWB4,2370.16,seismic
53 2477,2024,6,37,33.9272,-118.26563055555556,1988,6,prestressed_concrete,6,other,3,69.8,53.6,7.0,HWB6,3741.28,seismic
53 2478,2024,6,37,33.92718611111111,-118.26245833333331,1985,5,prestressed_concrete,6,other,1,32.9,53.4,7.0,HWB4,1756.86,seismic
53 2480,2024,6,37,33.927788888888884,-118.25463055555556,1987,5,prestressed_concrete,6,other,1,48.4,39.5,7.0,HWB4,1911.8,seismic
53 2483,2024,6,37,33.927975,-118.25326666666666,1988,5,prestressed_concrete,6,other,1,40.2,39.5,7.0,HWB4,1587.9,seismic
53 2483K,2024,6,37,33.92856388888889,-118.25351944444444,1988,5,prestressed_concrete,6,other,1,28.2,13.4,7.0,HWB4,377.88,seismic
53 2483S,2024,6,37,33.92776944444444,-118.2529611111111,1988,5,prestressed_concrete,6,other,1,22.8,13.4,7.0,HWB4,305.52000000000004,seismic
53 2484,2024,6,37,33.92841388888888,-118.24946944444444,1987,5,prestressed_concrete,6,other,1,33.3,44.7,7.0,HWB4,1488.51,seismic
53 2485,2024,6,37,33.92847777777777,-118.24647777777778,1988,5,prestressed_concrete,6,other,1,40.0,45.0,7.0,HWB4,1800.0,seismic
53 2487L,2024,6,37,33.928425,-118.23949166666668,1989,6,prestressed_concrete,6,other,7,218.5,25.0,7.0,HWB2,5462.5,seismic
53 2487R,2024,6,37,33.92809722222222,-118.23948888888889,1989,6,prestressed_concrete,6,other,7,218.5,21.3,7.0,HWB2,4654.05,seismic
53 2490,2024,6,37,33.927991666666664,-118.23116388888889,1993,6,prestressed_concrete,6,other,22,1086.6,42.8,7.0,HWB2,46506.48,seismic
53 2493,2024,6,37,33.92495555555556,-118.21076111111113,1988,2,concrete,6,other,8,177.6,43.4,7.0,HWB2,7707.839999999999,seismic
53 2493K,2024,6,37,33.92561388888889,-118.21086666666667,1988,2,concrete,6,other,8,163.6,11.3,7.0,HWB2,1848.68,seismic
53 2493S,2024,6,37,33.924594444444445,-118.21072777777778,1988,2,concrete,6,other,8,169.2,11.3,7.0,HWB2,1911.96,seismic
53 2494,2024,6,37,33.92245555555555,-118.20503611111111,1987,5,prestressed_concrete,6,other,1,35.4,46.3,7.0,HWB4,1639.0199999999998,seismic
53 2494S,2024,6,37,33.92234166666666,-118.2052027777778,1987,5,prestressed_concrete,6,other,1,37.0,7.3,7.0,HWB4,270.1,seismic
53 2495,2024,6,37,33.92131944444444,-118.20252222222224,1987,5,prestressed_concrete,6,other,1,37.9,46.3,7.0,HWB4,1754.7699999999998,seismic
53 2496,2024,6,37,33.91969722222222,-118.19874166666668,1987,5,prestressed_concrete,6,other,1,33.7,46.7,6.0,HWB4,1573.7900000000002,seismic
53 2497,2024,6,37,33.917944444444444,-118.19484444444444,1987,5,prestressed_concrete,6,other,1,31.5,50.3,6.0,HWB4,1584.4499999999998,seismic
53 2498,2024,6,37,34.27312777777777,-118.58262777777776,1980,6,prestressed_concrete,6,other,2,85.2,14.6,7.0,HWB6,1243.92,seismic
53 2499,2024,6,37,34.27312222222222,-118.57915833333333,1980,6,prestressed_concrete,6,other,2,78.9,20.1,7.0,HWB6,1585.8900000000003,seismic
53 2500,2024,6,37,34.273130555555554,-118.56950833333332,1980,6,prestressed_concrete,6,other,2,70.3,20.1,7.0,HWB6,1413.03,seismic
53 2501,2024,6,37,34.272638888888885,-118.562025,1980,6,prestressed_concrete,5,other,2,72.2,20.1,7.0,HWB6,1451.2200000000005,seismic
53 2502,2024,6,37,34.27232222222222,-118.55768611111112,1980,2,concrete,6,other,3,85.3,43.2,7.0,HWB6,3684.96,seismic
53 2502K,2024,6,37,34.27285277777778,-118.5582222222222,1980,6,prestressed_concrete,6,other,3,88.4,9.8,7.0,HWB6,866.3200000000002,seismic
53 2502S,2024,6,37,34.272125,-118.55752777777778,1980,6,prestressed_concrete,6,other,3,89.9,9.8,7.0,HWB6,881.0200000000001,seismic
53 2505L,2024,6,37,34.06263055555555,-118.16604444444444,1974,2,concrete,5,other,5,128.1,10.2,5.0,HWB5,1306.62,conventional
53 2507R,2024,6,37,34.062461111111105,-118.163025,1974,6,prestressed_concrete,5,other,2,94.3,8.5,7.0,HWB5,801.55,conventional
53 2508,2024,6,37,34.148583333333335,-118.08699166666666,1976,1,concrete,5,other,1,19.5,28.7,7.0,HWB4,559.65,seismic
53 2509,2024,6,37,34.27386388888889,-118.54648611111112,1980,6,prestressed_concrete,5,other,2,76.2,21.3,7.0,HWB6,1623.0600000000002,seismic
53 2510,2024,6,37,34.27483333333333,-118.53606944444444,1980,2,concrete,5,other,3,98.5,27.4,7.0,HWB6,2698.9,seismic
53 2512,2024,6,37,34.27735555555555,-118.529175,1980,6,prestressed_concrete,5,other,2,80.5,13.4,7.0,HWB6,1078.7,seismic
53 2513,2024,6,37,34.27878611111111,-118.52384166666668,1980,6,prestressed_concrete,6,other,2,104.9,21.3,7.0,HWB6,2234.3700000000003,seismic
53 2517,2024,6,37,33.930769444444444,-118.34405555555556,1993,6,prestressed_concrete,6,other,4,143.2,25.6,6.0,HWB6,3665.92,seismic
53 2518,2024,6,37,33.92508333333333,-118.33651111111112,1993,5,prestressed_concrete,6,other,1,50.9,50.7,7.0,HWB4,2580.63,seismic
53 2519,2024,6,37,33.924861111111106,-118.3270111111111,1992,6,prestressed_concrete,6,other,2,88.0,60.9,7.0,HWB6,5359.2,seismic
53 2520,2024,6,37,33.92583888888888,-118.31790833333334,1988,6,prestressed_concrete,6,other,2,83.5,19.5,7.0,HWB6,1628.25,seismic
53 2522,2024,6,37,33.925875,-118.31351666666666,1988,6,prestressed_concrete,6,other,2,99.1,12.2,7.0,HWB6,1209.0199999999998,seismic
53 2524,2024,6,37,33.926027777777776,-118.3092361111111,1988,6,prestressed_concrete,6,other,4,143.7,25.6,7.0,HWB6,3678.72,seismic
53 2525,2024,6,37,33.92789444444444,-118.30044722222222,1986,6,prestressed_concrete,6,other,2,91.7,19.5,7.0,HWB6,1788.15,seismic
53 2526,2024,6,37,33.92893333333333,-118.29596666666666,1985,6,prestressed_concrete,6,other,2,107.7,12.2,7.0,HWB6,1313.94,seismic
53 2527,2024,6,37,33.929175,-118.29204444444444,1985,6,prestressed_concrete,6,other,2,104.2,47.2,7.0,HWB6,4918.240000000001,seismic
53 2528,2024,6,37,33.92840555555555,-118.28717222222222,1985,5,prestressed_concrete,6,other,1,37.6,57.6,7.0,HWB4,2165.76,seismic
53 2531M,2024,6,37,33.924102777777776,-118.33049722222222,1988,1,concrete,0,other,4,18.6,18.3,,HWB8,340.38000000000005,seismic
53 2536K,2024,6,37,34.07201388888889,-118.10284722222222,1972,6,prestressed_concrete,6,other,4,172.9,7.3,7.0,HWB1,1262.17,conventional
53 2536S,2024,6,37,34.07187777777778,-118.10285277777776,1972,6,prestressed_concrete,6,other,4,189.8,7.3,7.0,HWB1,1385.54,conventional
53 2537,2024,6,37,34.14657777777778,-118.15584166666667,1975,6,prestressed_concrete,5,other,4,141.0,10.4,5.0,HWB6,1466.4,seismic
53 2538R,2024,6,37,34.062466666666666,-118.16609444444444,1974,1,concrete,5,other,1,16.5,10.7,7.0,HWB3,176.54999999999998,conventional
53 2539R,2024,6,37,34.06254444444444,-118.16933333333334,1974,1,concrete,5,other,1,14.9,12.6,7.0,HWB3,187.74,conventional
53 2540L,2024,6,37,34.062172222222216,-118.17091666666668,1974,2,concrete,5,other,8,257.9,14.6,7.0,HWB1,3765.34,conventional
53 2541L,2024,6,37,34.062711111111106,-118.1627388888889,1974,6,prestressed_concrete,5,other,2,96.8,7.8,5.0,HWB5,755.04,conventional
53 2542G,2024,6,37,34.062152777777776,-118.16351666666668,1974,2,concrete,5,other,6,135.2,7.8,7.0,HWB5,1054.56,conventional
53 2543R,2024,6,37,34.062463888888885,-118.16538333333334,1974,2,concrete,5,other,2,50.9,9.6,7.0,HWB5,488.64,conventional
53 2547,2024,6,37,33.87240833333333,-118.27573611111112,1974,5,prestressed_concrete,5,other,1,45.1,58.0,7.0,HWB3,2615.8,conventional
53 2547K,2024,6,37,33.87302777777778,-118.27574722222222,1985,5,prestressed_concrete,6,other,1,45.1,7.5,7.0,HWB4,338.25,seismic
53 2548,2024,6,37,33.872483333333335,-118.27888333333333,1985,5,prestressed_concrete,6,other,1,48.8,50.1,7.0,HWB4,2444.88,seismic
53 2549H,2024,6,37,33.87314444444444,-118.28171111111112,1985,6,prestressed_concrete,6,other,18,985.7,11.6,7.0,HWB2,11434.12,seismic
53 2551,2024,6,37,33.872475,-118.28201666666666,1985,5,prestressed_concrete,6,other,1,44.5,48.5,7.0,HWB4,2158.25,seismic
53 2557H,2024,6,37,33.862125,-118.28541666666666,1985,6,prestressed_concrete,6,other,3,94.2,14.0,5.0,HWB6,1318.8,seismic
53 2558K,2024,6,37,33.86218888888889,-118.28559444444444,1985,6,prestressed_concrete,6,other,3,93.9,7.3,7.0,HWB6,685.47,seismic
53 2562,2024,6,37,34.26628888888889,-118.33643333333332,1980,6,prestressed_concrete,5,other,2,101.8,43.9,7.0,HWB6,4469.02,seismic
53 2564,2024,6,37,33.912616666666665,-118.14485833333336,1987,6,prestressed_concrete,6,other,2,114.1,11.0,7.0,HWB6,1255.1,seismic
53 2565G,2024,6,37,33.91269166666667,-118.14309166666668,1991,6,prestressed_concrete,6,other,4,172.2,7.3,7.0,HWB2,1257.06,seismic
53 2566,2024,6,37,33.912727777777775,-118.14068333333334,1989,6,prestressed_concrete,6,other,1,101.5,31.7,7.0,HWB4,3217.55,seismic
53 2567,2024,6,37,33.91262222222222,-118.13756666666669,1988,6,prestressed_concrete,6,other,2,110.8,9.1,7.0,HWB6,1008.28,seismic
53 2570,2024,6,37,33.91269166666667,-118.13401666666668,1989,6,prestressed_concrete,6,other,2,93.0,18.3,7.0,HWB6,1701.9,seismic
53 2572,2024,6,37,33.912663888888886,-118.1296722222222,1989,6,prestressed_concrete,6,other,2,94.8,12.2,5.0,HWB6,1156.56,seismic
53 2573,2024,6,37,33.91284722222222,-118.1252611111111,1989,6,prestressed_concrete,6,other,2,81.2,21.3,7.0,HWB6,1729.5600000000002,seismic
53 2574,2024,6,37,33.91300555555556,-118.12100277777778,1987,6,prestressed_concrete,6,other,2,104.3,11.0,7.0,HWB6,1147.3,seismic
53 2575,2024,6,37,33.91339722222222,-118.11658055555554,1987,6,prestressed_concrete,6,other,2,89.3,24.4,7.0,HWB6,2178.92,seismic
53 2576,2024,6,37,33.913738888888886,-118.11163055555556,1987,6,prestressed_concrete,6,other,3,116.0,19.5,7.0,HWB6,2262.0,seismic
53 2594,2024,6,37,33.91367222222222,-118.10455277777776,1993,6,prestressed_concrete,6,other,2,80.5,48.8,7.0,HWB6,3928.4,seismic
53 2594S,2024,6,37,33.913688888888885,-118.10438055555557,1993,6,prestressed_concrete,6,other,2,82.0,9.8,7.0,HWB6,803.6,seismic
53 2598,2024,6,37,33.92479722222222,-118.33538333333333,1993,5,prestressed_concrete,6,other,1,36.6,50.7,7.0,HWB4,1855.62,seismic
53 2603,2024,6,37,34.593338888888894,-118.13400833333334,1970,2,concrete,5,other,6,16.2,42.0,,HWB5,680.4,conventional
53 2604,2024,6,37,34.597836111111114,-118.13712777777778,1970,1,concrete,5,other,3,9.1,31.2,,HWB7,283.92,conventional
53 2608,2024,6,37,34.365966666666665,-118.50280277777776,1971,2,concrete,5,other,2,6.7,41.5,,HWB5,278.05,conventional
53 2610G,2024,6,37,33.91410833333333,-118.1856638888889,1990,6,prestressed_concrete,6,other,3,134.4,11.7,5.0,HWB6,1572.48,seismic
53 2619M,2024,6,37,34.14875277777778,-118.80244166666668,1973,1,concrete,5,other,2,8.8,7.3,,HWB7,64.24000000000001,conventional
53 2621M,2024,6,37,34.05336111111111,-118.22327777777778,1974,1,concrete,0,other,1,7.3,6.0,,HWB3,43.8,conventional
53 2622M,2024,6,37,34.053330555555554,-118.22333055555556,1942,1,concrete,0,other,1,7.6,6.0,,HWB3,45.6,conventional
53 2634,2024,6,37,34.27798611111111,-118.52704444444444,1980,1,concrete,5,other,1,8.2,47.5,,HWB4,389.5,seismic
53 2636,2024,6,37,34.07251666666667,-118.04754166666666,1972,1,concrete,5,other,1,10.1,15.8,7.0,HWB3,159.58,conventional
53 2637,2024,6,37,34.072519444444445,-118.04735,1972,3,steel,5,other,3,110.8,13.6,4.0,HWB28,1506.88,conventional
53 2640,2024,6,37,34.05600555555555,-118.21143888888888,1925,1,concrete,0,other,8,79.6,13.0,7.0,HWB7,1034.8,conventional
53 2642Z,2024,6,37,34.036208333333335,-118.37268611111112,1964,1,concrete,5,other,1,23.8,4.6,7.0,HWB3,109.48,conventional
53 2644L,2024,6,37,34.033544444444445,-118.221875,1960,3,steel,5,other,6,179.5,26.8,5.0,HWB1,4810.6,conventional
53 2647,2024,6,37,34.27209722222222,-118.55591666666666,1980,6,prestressed_concrete,6,other,2,63.7,31.1,7.0,HWB6,1981.07,seismic
53 2649S,2024,6,37,34.014072222222225,-118.48768888888888,1979,6,prestressed_concrete,5,other,4,131.1,7.3,7.0,HWB6,957.03,seismic
53 2653K,2024,6,37,33.931875,-118.34636666666668,1993,2,concrete,6,other,4,148.4,9.8,7.0,HWB6,1454.3200000000002,seismic
53 2655,2024,6,37,33.9311,-118.34444166666668,1993,6,prestressed_concrete,6,other,4,194.0,27.5,7.0,HWB2,5335.0,seismic
53 2656S,2024,6,37,33.93227777777778,-118.34927777777776,1993,6,prestressed_concrete,6,other,4,190.1,9.8,7.0,HWB2,1862.98,seismic
53 2660,2024,6,37,34.02946111111111,-118.01250555555556,1981,6,prestressed_concrete,5,other,2,98.1,17.7,7.0,HWB6,1736.37,seismic
53 2662,2024,6,37,33.927952777777776,-118.21748055555555,1987,2,concrete,6,other,2,51.8,43.1,7.0,HWB6,2232.58,seismic
53 2663F,2024,6,37,33.873,-118.27879722222222,1985,5,prestressed_concrete,6,other,1,47.2,15.4,7.0,HWB4,726.8800000000001,seismic
53 2664F,2024,6,37,33.87336666666667,-118.28230833333332,1985,5,prestressed_concrete,6,other,1,54.9,10.5,7.0,HWB4,576.4499999999999,seismic
53 2665G,2024,6,37,33.87228888888889,-118.28450555555555,1985,2,concrete,6,other,11,336.5,10.5,7.0,HWB2,3533.25,seismic
53 2666F,2024,6,37,33.874830555555555,-118.28420833333332,1985,2,concrete,6,other,3,22.5,10.5,7.0,HWB6,236.25,seismic
53 2667F,2024,6,37,33.87224166666667,-118.28689444444444,1985,5,prestressed_concrete,6,other,1,46.0,11.6,7.0,HWB4,533.6,seismic
53 2668G,2024,6,37,33.87045277777778,-118.28439722222222,1985,2,concrete,6,other,3,25.0,11.9,5.0,HWB6,297.5,seismic
53 2669G,2024,6,37,33.87385277777778,-118.28443333333333,1985,2,concrete,6,other,3,18.9,8.2,7.0,HWB6,154.97999999999996,seismic
53 2670G,2024,6,37,33.857994444444444,-118.28416388888888,1985,6,prestressed_concrete,6,other,5,182.9,11.9,7.0,HWB2,2176.51,seismic
53 2671H,2024,6,37,33.85905,-118.28588611111113,1985,5,prestressed_concrete,6,other,1,44.5,10.4,7.0,HWB4,462.8,seismic
53 2672,2024,6,37,33.92921388888889,-118.28685277777778,1985,5,prestressed_concrete,6,other,1,33.5,17.1,7.0,HWB4,572.85,seismic
53 2673,2024,6,37,34.05404444444444,-118.23380555555556,1989,6,prestressed_concrete,6,other,1,1061.0,15.9,7.0,HWB2,16869.9,seismic
53 2675K,2024,6,37,33.929224999999995,-118.29040833333332,1993,6,prestressed_concrete,6,other,3,153.5,9.8,7.0,HWB2,1504.3000000000002,seismic
53 2676F,2024,6,37,33.93157222222222,-118.27971111111113,1989,6,prestressed_concrete,6,other,9,386.7,11.7,7.0,HWB2,4524.389999999999,seismic
53 2677F,2024,6,37,33.928713888888886,-118.27757777777778,1990,6,prestressed_concrete,6,other,5,230.7,8.5,7.0,HWB2,1960.95,seismic
53 2679F,2024,6,37,33.928108333333334,-118.27358055555555,1989,5,prestressed_concrete,6,other,1,46.3,8.5,5.0,HWB4,393.55,seismic
53 2680F,2024,6,37,33.93154444444444,-118.28053333333334,1989,6,prestressed_concrete,6,other,19,849.1,8.5,7.0,HWB2,7217.35,seismic
53 2682E,2024,6,37,33.92861666666666,-118.28564444444444,1993,6,prestressed_concrete,6,other,25,1177.0,13.4,7.0,HWB2,15771.8,seismic
53 2683K,2024,6,37,33.93004444444444,-118.28153888888887,1987,6,prestressed_concrete,6,other,3,86.0,9.8,7.0,HWB6,842.8000000000001,seismic
53 2686H,2024,6,37,33.92019444444444,-118.37006944444444,1989,6,prestressed_concrete,6,other,4,131.8,11.8,7.0,HWB6,1555.2400000000002,seismic
53 2690G,2024,6,37,34.20521666666667,-118.21753333333334,1972,2,concrete,5,other,3,101.2,11.9,5.0,HWB5,1204.28,conventional
53 2691G,2024,6,37,34.206136111111114,-118.21882777777778,1972,2,concrete,5,other,4,142.0,15.5,5.0,HWB5,2201.0,conventional
53 2693H,2024,6,37,34.15161666666666,-118.22431944444445,1978,2,concrete,5,other,3,76.3,13.4,7.0,HWB6,1022.42,seismic
53 2695,2024,6,37,33.934266666666666,-118.39630833333334,1982,5,prestressed_concrete,5,other,1,27.1,12.2,7.0,HWB4,330.62,seismic
53 2696G,2024,6,37,33.92783333333333,-118.36729166666666,1994,6,prestressed_concrete,6,other,10,424.9,10.7,7.0,HWB2,4546.429999999999,seismic
53 2697H,2024,6,37,33.91408333333333,-118.11168333333332,1993,6,prestressed_concrete,6,other,3,115.7,19.1,7.0,HWB6,2209.8700000000003,seismic
53 2698G,2024,6,37,33.91350277777778,-118.11163888888888,1993,6,prestressed_concrete,6,other,3,118.4,19.1,5.0,HWB6,2261.44,seismic
53 2699G,2024,6,37,33.903080555555555,-118.10470277777776,1993,6,prestressed_concrete,6,other,3,135.6,15.0,7.0,HWB6,2034.0,seismic
53 2700G,2024,6,37,33.914180555555554,-118.10818611111112,1992,6,prestressed_concrete,6,other,13,681.6,11.7,7.0,HWB2,7974.719999999999,seismic
53 2702G,2024,6,37,33.91345833333333,-118.10838055555556,1993,6,prestressed_concrete,6,other,12,645.3,11.7,7.0,HWB2,7550.009999999999,seismic
53 2703G,2024,6,37,33.910130555555554,-118.1054861111111,1993,2,concrete,6,other,3,67.1,18.7,7.0,HWB6,1254.7699999999998,seismic
53 2704G,2024,6,37,33.907827777777776,-118.10566666666666,1987,6,prestressed_concrete,6,other,4,159.3,11.7,7.0,HWB2,1863.81,seismic
53 2705F,2024,6,37,33.91984166666666,-118.10503888888888,1992,1,concrete,6,other,1,49.6,19.3,7.0,HWB4,957.28,seismic
53 2706F,2024,6,37,33.916888888888884,-118.10528333333332,1993,6,prestressed_concrete,6,other,3,137.2,11.7,7.0,HWB6,1605.2399999999998,seismic
53 2708G,2024,6,37,33.873130555555555,-118.10206111111113,1966,2,concrete,5,other,2,62.7,6.7,6.0,HWB5,420.09,conventional
53 2709,2024,6,37,33.94353333333333,-118.39645277777778,1983,1,concrete,5,other,2,53.0,9.8,7.0,HWB8,519.4000000000001,seismic
53 2710,2024,6,37,33.944975,-118.39659444444445,1983,6,prestressed_concrete,5,other,4,78.3,11.0,7.0,HWB6,861.3,seismic
53 2711,2024,6,37,33.94532777777778,-118.39640555555556,1983,6,prestressed_concrete,5,other,4,82.6,9.8,7.0,HWB6,809.48,seismic
53 2712,2024,6,37,34.13283888888889,-118.35245,1983,2,concrete,6,other,2,92.0,27.4,5.0,HWB6,2520.8,seismic
53 2719G,2024,6,37,33.91267777777777,-118.10643888888887,1993,6,prestressed_concrete,6,other,3,62.5,11.7,7.0,HWB6,731.25,seismic
53 2721,2024,6,37,33.87021388888889,-118.05525555555556,1992,6,prestressed_concrete,0,other,2,99.1,17.2,7.0,HWB6,1704.5199999999998,seismic
