structure_number,nbi_year,state,county,latitude,longitude,year_built,material_code,material,design_code,design_type,num_spans,structure_length_m,deck_width_m,condition_rating,hwb_class,deck_area_m2,design_era
53 2723S,2024,6,37,33.97483888888889,-118.38605,1994,6,prestressed_concrete,6,other,10,340.8,9.8,7.0,HWB2,3339.84,seismic
53 2724S,2024,6,37,33.974719444444446,-118.38439444444444,1994,6,prestressed_concrete,6,other,6,301.1,9.8,7.0,HWB2,2950.7800000000007,seismic
53 2725,2024,6,37,33.95364166666667,-118.41289722222224,1993,6,prestressed_concrete,6,other,2,120.7,27.4,7.0,HWB6,3307.18,seismic
53 2733,2024,6,37,33.87125277777778,-118.28903333333334,1995,6,prestressed_concrete,6,other,30,1200.0,19.5,7.0,HWB2,23400.0,seismic
53 2734,2024,6,37,33.991258333333334,-118.28030277777778,1992,6,prestressed_concrete,5,other,50,2173.8,18.9,7.0,HWB2,41084.82,seismic
53 2735,2024,6,37,34.02126944444444,-118.277875,1996,6,prestressed_concrete,6,other,27,888.4,18.8,7.0,HWB2,16701.920000000002,seismic
53 2738S,2024,6,37,33.929427777777775,-118.385175,1996,6,prestressed_concrete,6,other,3,174.7,9.8,7.0,HWB2,1712.06,seismic
53 2740K,2024,6,37,34.013283333333334,-118.48813055555556,1992,6,prestressed_concrete,6,other,5,144.5,9.8,5.0,HWB6,1416.1,seismic
53 2751,2024,6,37,33.90179166666667,-118.28708333333331,1996,6,prestressed_concrete,6,other,2,80.4,25.8,7.0,HWB6,2074.32,seismic
53 2752S,2024,6,37,33.90203888888889,-118.2861361111111,1996,6,prestressed_concrete,6,other,12,241.6,10.9,7.0,HWB2,2633.44,seismic
53 2759,2024,6,37,33.91401944444444,-118.10333055555554,1994,5,prestressed_concrete,6,other,1,42.8,18.9,7.0,HWB4,808.9199999999998,seismic
53 2760Y,2024,6,37,33.87141666666667,-118.29050555555555,1994,2,concrete,6,other,2,22.6,12.2,7.0,HWB6,275.72,seismic
53 2767S,2024,6,37,33.82812777777778,-118.28659166666668,1995,6,prestressed_concrete,6,other,3,53.6,10.7,5.0,HWB6,573.52,seismic
53 2772,2024,6,37,33.94926944444444,-118.39645277777778,1993,6,prestressed_concrete,6,other,2,54.9,15.2,7.0,HWB6,834.4799999999999,seismic
53 2773K,2024,6,37,34.011808333333335,-118.28139166666666,1996,6,prestressed_concrete,6,other,7,310.0,6.7,7.0,HWB2,2077.0,seismic
53 2775,2024,6,37,34.15919722222222,-118.63693333333336,1996,6,prestressed_concrete,6,other,2,120.7,24.7,7.0,HWB6,2981.29,seismic
53 2778R,2024,6,37,34.0123,-118.28052222222222,1996,2,concrete,6,other,1,102.4,10.7,5.0,HWB4,1095.68,seismic
53 2780F,2024,6,37,33.82582777777778,-118.21110277777778,1997,6,prestressed_concrete,6,other,4,179.2,11.9,7.0,HWB2,2132.48,seismic
53 2782,2024,6,37,34.15170833333333,-118.15036388888888,1996,2,concrete,6,other,4,90.9,6.4,7.0,HWB6,581.7600000000001,seismic
53 2784K,2024,6,37,33.81881388888889,-118.1913888888889,1994,2,concrete,6,other,4,50.0,9.0,7.0,HWB6,450.0,seismic
53 2790L,2024,6,37,34.34988333333334,-118.54171111111113,1994,6,prestressed_concrete,5,other,3,233.2,25.7,7.0,HWB2,5993.24,seismic
53 2790R,2024,6,37,34.34988333333334,-118.54075555555556,1994,6,prestressed_concrete,5,other,3,233.2,25.7,7.0,HWB2,5993.24,seismic
53 2791,2024,6,37,34.036763888888885,-118.3777611111111,1994,6,prestressed_concrete,6,other,6,236.7,41.5,7.0,HWB2,9823.05,seismic
53 2791S,2024,6,37,34.03665833333333,-118.37778888888889,1994,6,prestressed_concrete,6,other,6,267.7,7.0,7.0,HWB2,1873.9,seismic
53 2792,2024,6,37,34.03510555555555,-118.36978055555556,1994,6,prestressed_concrete,6,other,5,149.7,52.9,7.0,HWB6,7919.129999999999,seismic
53 2793L,2024,6,37,34.27231388888889,-118.49034722222224,1994,6,prestressed_concrete,6,other,5,205.8,28.4,7.0,HWB2,5844.72,seismic
53 2793R,2024,6,37,34.27229722222222,-118.49086944444444,1994,6,prestressed_concrete,6,other,6,249.0,28.9,7.0,HWB2,7196.099999999999,seismic
53 2794L,2024,6,37,34.26999166666666,-118.48751111111112,1994,6,prestressed_concrete,6,other,3,85.9,34.4,7.0,HWB6,2954.96,seismic
53 2794R,2024,6,37,34.26965,-118.48757777777776,1994,6,prestressed_concrete,6,other,3,98.1,34.2,7.0,HWB6,3355.02,seismic
53 2795F,2024,6,37,34.33276388888889,-118.50791944444444,1994,6,prestressed_concrete,5,other,10,482.8,16.8,7.0,HWB2,8111.040000000001,seismic
53 2795G,2024,6,37,34.333650000000006,-118.50726944444445,1994,6,prestressed_concrete,5,other,7,317.0,16.8,7.0,HWB2,5325.6,seismic
53 2796F,2024,6,37,34.336755555555555,-118.51199722222222,1994,6,prestressed_concrete,6,other,11,438.5,10.4,7.0,HWB2,4560.400000000001,seismic
53 2797F,2024,6,37,34.33505277777778,-118.51078888888888,1994,6,prestressed_concrete,6,other,8,395.6,10.4,7.0,HWB2,4114.240000000001,seismic
53 2798,2024,6,37,34.24012777777778,-118.18828888888888,1995,2,concrete,5,other,11,24.4,9.1,7.0,HWB6,222.04,seismic
53 2799,2024,6,37,34.240566666666666,-118.18824722222224,1995,2,concrete,5,other,13,30.0,9.1,7.0,HWB6,273.0,seismic
53 2800F,2024,6,37,33.93183055555555,-118.39717222222222,1990,6,prestressed_concrete,6,other,4,159.9,7.4,7.0,HWB2,1183.26,seismic
53 2801F,2024,6,37,33.93168055555555,-118.39543333333334,1990,6,prestressed_concrete,5,other,4,159.1,11.0,5.0,HWB2,1750.1,seismic
53 2802F,2024,6,37,33.93230277777778,-118.39578055555556,1990,6,prestressed_concrete,6,other,8,329.4,9.6,7.0,HWB2,3162.24,seismic
53 2803K,2024,6,37,33.93254444444444,-118.38774444444444,1989,6,prestressed_concrete,6,other,9,276.5,11.6,7.0,HWB2,3207.4,seismic
53 2805G,2024,6,37,33.92985833333333,-118.376875,1990,6,prestressed_concrete,6,other,7,368.6,11.8,7.0,HWB2,4349.4800000000005,seismic
53 2806S,2024,6,37,33.9296,-118.37385555555556,1989,6,prestressed_concrete,6,other,4,262.7,13.5,7.0,HWB2,3546.45,seismic
53 2807K,2024,6,37,33.93030833333333,-118.37396388888888,1990,6,prestressed_concrete,6,other,4,263.7,7.3,7.0,HWB2,1925.01,seismic
53 2809L,2024,6,37,34.38586388888889,-118.56889444444444,1994,5,prestressed_concrete,6,other,1,46.3,20.7,7.0,HWB4,958.41,seismic
53 2809R,2024,6,37,34.385875,-118.5685222222222,1994,5,prestressed_concrete,6,other,1,39.6,20.7,7.0,HWB4,819.72,seismic
53 2810K,2024,6,37,33.82597777777778,-118.2094388888889,2001,5,prestressed_concrete,6,other,1,40.0,7.4,7.0,HWB4,296.0,seismic
53 2811,2024,6,37,34.41074444444444,-118.66932222222222,1998,2,concrete,5,other,2,25.6,25.0,7.0,HWB6,640.0,seismic
53 2816,2024,6,37,34.425469444444445,-118.4237888888889,1998,2,concrete,6,other,2,67.0,25.6,7.0,HWB6,1715.2,seismic
53 2818,2024,6,37,34.03478611111111,-118.68208055555556,1995,6,prestressed_concrete,5,other,6,159.4,23.5,7.0,HWB2,3745.9,seismic
53 2829K,2024,6,37,33.93065,-118.3687611111111,1994,5,prestressed_concrete,0,other,1,42.1,9.8,7.0,HWB4,412.58,seismic
53 2831,2024,6,37,33.846244444444444,-118.27156666666669,2003,6,prestressed_concrete,6,other,7,303.2,21.0,7.0,HWB2,6367.2,seismic
53 2856L,2024,6,37,34.02602777777778,-118.2756611111111,1996,2,concrete,0,other,7,170.0,2.4,7.0,HWB2,408.0,seismic
53 2857L,2024,6,37,34.077597222222224,-118.22955833333332,2001,6,prestressed_concrete,6,other,4,107.5,3.0,7.0,HWB6,322.5,seismic
53 2858L,2024,6,37,34.07485277777778,-118.23254444444444,2001,2,concrete,6,other,7,61.5,3.1,7.0,HWB6,190.65,seismic
53 2859L,2024,6,37,34.07143055555556,-118.23518055555556,2001,2,concrete,6,other,24,216.2,3.0,7.0,HWB2,648.5999999999999,seismic
53 2883S,2024,6,37,33.83049444444445,-118.0827972222222,2001,2,concrete,6,other,2,51.9,11.2,7.0,HWB6,581.28,seismic
53 2894,2024,6,37,33.97609444444445,-118.38928611111112,2000,5,prestressed_concrete,6,other,1,34.5,25.6,7.0,HWB4,883.2,seismic
53 2906,2024,6,37,33.981836111111114,-118.42969722222225,2007,6,prestressed_concrete,6,other,2,146.0,16.1,7.0,HWB6,2350.6000000000004,seismic
53 2908,2024,6,37,34.13976666666667,-118.36590277777778,2003,3,steel,6,other,2,226.4,29.2,7.0,HWB2,6610.88,seismic
53 2920,2024,6,37,34.1915,-118.32669444444444,2022,1,concrete,6,other,1,59.0,57.6,7.0,HWB4,3398.4,seismic
53 2925,2024,6,37,34.424861111111106,-118.58377222222222,2005,6,prestressed_concrete,6,other,5,230.2,57.0,7.0,HWB2,13121.4,seismic
53 2927,2024,6,37,34.40795833333333,-118.57681388888888,2001,2,concrete,6,other,2,104.0,30.6,7.0,HWB6,3182.4,seismic
53 2928,2024,6,37,34.42300833333333,-118.58295277777778,2005,6,prestressed_concrete,6,other,4,94.0,46.3,7.0,HWB6,4352.2,seismic
53 2944,2024,6,37,34.44304722222222,-118.60593888888889,2005,6,prestressed_concrete,6,other,2,101.8,46.8,7.0,HWB6,4764.24,seismic
53 2946,2024,6,37,34.434749999999994,-118.61805555555554,2016,5,prestressed_concrete,6,other,1,41.6,45.9,7.0,HWB4,1909.44,seismic
53 2973R,2024,6,37,34.151913888888885,-118.46759722222222,2008,5,prestressed_concrete,6,other,1,32.3,15.3,7.0,HWB4,494.19,seismic
53 2974E,2024,6,37,34.329258333333335,-118.50570555555556,2014,2,concrete,A,other,19,860.0,16.2,7.0,HWB2,13932.0,seismic
53 2976G,2024,6,37,34.230183333333336,-118.40943055555556,2015,2,concrete,5,other,11,717.8,16.8,7.0,HWB2,12059.04,seismic
53 2977E,2024,6,37,34.23206388888889,-118.40976666666668,2015,2,concrete,5,other,7,251.0,16.2,7.0,HWB2,4066.2,seismic
53 2978,2024,6,37,34.00109722222222,-118.40908888888887,2010,2,concrete,5,other,2,43.9,13.3,7.0,HWB6,583.87,seismic
53 2981,2024,6,37,34.018652777777774,-118.423925,2009,2,concrete,5,other,2,64.7,21.7,7.0,HWB6,1403.99,seismic
53 3018,2024,6,37,33.89172222222222,-118.04675,2016,2,concrete,6,other,6,318.5,22.0,5.0,HWB2,7007.0,seismic
53 3018K,2024,6,37,33.89359722222222,-118.0475111111111,2016,2,concrete,6,other,4,115.7,11.4,7.0,HWB6,1318.98,seismic
53 3018S,2024,6,37,33.894616666666664,-118.04730555555555,2016,2,concrete,6,other,3,78.9,10.8,7.0,HWB6,852.1200000000001,seismic
53 3019K,2024,6,37,33.892577777777774,-118.04569722222222,2016,2,concrete,6,other,3,83.0,11.4,7.0,HWB6,946.2,seismic
53 3019S,2024,6,37,33.89379722222222,-118.04581944444443,2016,2,concrete,6,other,3,61.0,15.0,7.0,HWB6,915.0,seismic
53 3021S,2024,6,37,34.055638888888886,-118.45013888888889,2013,2,concrete,A,other,8,365.0,7.3,7.0,HWB2,2664.5,seismic
53 3021T,2024,6,37,34.05408055555555,-118.45,2013,6,prestressed_concrete,A,other,4,210.3,7.3,7.0,HWB2,1535.19,seismic
53 3036S,2024,6,37,34.047775,-118.26575833333334,2012,6,prestressed_concrete,A,other,2,43.0,10.4,7.0,HWB6,447.2,seismic
53 3037,2024,6,37,33.88676944444445,-118.03295277777778,2015,5,prestressed_concrete,A,other,1,48.2,63.4,7.0,HWB4,3055.88,seismic
53 3038,2024,6,37,33.88786388888889,-118.03627222222222,2015,6,prestressed_concrete,A,other,2,125.6,26.1,7.0,HWB6,3278.16,seismic
53 3039,2024,6,37,33.89822222222222,-118.05572222222222,2014,6,prestressed_concrete,A,other,4,143.3,9.8,7.0,HWB6,1404.34,seismic
53 3040,2024,6,37,33.902166666666666,-118.061,2016,5,prestressed_concrete,A,other,2,82.2,61.0,7.0,HWB8,5014.2,seismic
53 3041,2024,6,37,33.90461111111111,-118.06431944444444,2016,6,prestressed_concrete,A,other,2,57.2,65.7,7.0,HWB6,3758.04,seismic
53 3042K,2024,6,37,33.90355555555556,-118.06419444444444,2015,5,prestressed_concrete,A,other,1,69.8,11.6,7.0,HWB4,809.68,seismic
53 3044,2024,6,37,33.877583333333334,-118.01580555555556,2022,1,concrete,A,other,3,43.3,61.0,7.0,HWB8,2641.3,seismic
53 3045,2024,6,37,33.8805,-118.02872222222224,2022,2,concrete,A,other,10,498.0,30.0,7.0,HWB2,14940.0,seismic
53 3046,2024,6,37,34.455891666666666,-118.61656666666666,2010,6,prestressed_concrete,5,other,2,89.8,14.3,7.0,HWB6,1284.14,seismic
53 3047F,2024,6,37,34.067569444444445,-118.00112777777778,2015,6,prestressed_concrete,A,other,17,1025.3,8.2,7.0,HWB2,8407.46,seismic
53 3050K,2024,6,37,34.055375,-118.4523638888889,2013,3,steel,A,other,1,48.1,7.3,7.0,HWB16,351.13,seismic
53 3051K,2024,6,37,34.05636111111111,-118.45325833333334,2013,3,steel,A,other,1,51.7,7.3,7.0,HWB16,377.41,seismic
53 3052,2024,6,37,34.122772222222224,-118.479075,2013,5,prestressed_concrete,A,other,3,81.4,20.3,7.0,HWB8,1652.42,seismic
53 3053,2024,6,37,34.12615,-118.47663333333334,2013,2,concrete,A,other,3,185.3,20.5,7.0,HWB2,3798.65,seismic
53 3054,2024,6,37,34.07241666666667,-118.466925,2013,6,prestressed_concrete,A,other,3,105.4,34.9,7.0,HWB6,3678.46,seismic
53 3057,2024,6,37,34.18527777777778,-118.31861111111112,2022,6,prestressed_concrete,6,other,2,84.9,46.0,7.0,HWB6,3905.4,seismic
53 3058K,2024,6,37,33.883694444444444,-118.02925,2022,2,concrete,A,other,4,114.3,15.2,7.0,HWB6,1737.36,seismic
53 3059K,2024,6,37,33.882555555555555,-118.02705555555556,2022,2,concrete,6,other,5,155.3,12.0,7.0,HWB2,1863.6,seismic
53 3060,2024,6,37,33.91225,-118.07333333333332,2020,1,concrete,A,other,1,48.5,61.0,7.0,HWB4,2958.5,seismic
53 3062,2024,6,37,33.92016666666667,-118.08166666666666,2020,1,concrete,A,other,2,60.6,67.5,7.0,HWB8,4090.5,seismic
53 3065,2024,6,37,33.93530555555555,-118.09347222222222,2020,6,prestressed_concrete,A,other,3,140.7,33.0,7.0,HWB6,4643.099999999999,seismic
53 3067K,2024,6,37,33.997397222222226,-118.17707777777778,2013,5,prestressed_concrete,A,other,1,42.4,10.6,7.0,HWB4,449.44,seismic
53 3071K,2024,6,37,33.91883333333333,-118.08166666666666,2020,1,concrete,A,other,2,65.5,8.0,7.0,HWB8,524.0,seismic
53 3072,2024,6,37,34.15323611111111,-118.32761944444444,1959,2,concrete,0,other,3,11.4,38.4,,HWB5,437.76,conventional
53 3075M,2024,6,37,33.907627777777776,-118.06786111111111,2015,1,concrete,A,other,1,7.9,26.2,7.0,HWB4,206.98,seismic
53 3076,2024,6,37,34.03631111111111,-118.09328055555557,2012,5,prestressed_concrete,A,other,2,76.2,28.0,7.0,HWB8,2133.6,seismic
53 3077M,2024,6,37,34.186027777777774,-118.31861111111112,2021,1,concrete,A,other,1,7.0,18.0,7.0,HWB4,126.0,seismic
53 3078,2024,6,37,34.188091666666665,-118.32204444444444,2019,5,prestressed_concrete,5,other,1,12.2,12.2,7.0,HWB4,148.83999999999995,seismic
53 3086,2024,6,37,34.14064444444445,-118.70941666666668,2018,5,prestressed_concrete,A,other,3,69.0,21.0,7.0,HWB8,1449.0,seismic
53 3087K,2024,6,37,34.13261111111111,-118.35188888888888,2016,2,concrete,A,other,6,55.2,7.3,7.0,HWB6,402.96,seismic
53 3090S,2024,6,37,34.07131666666667,-118.46484166666669,2013,3,steel,A,other,3,117.0,10.4,7.0,HWB28,1216.8,seismic
53 3091S,2024,6,37,34.072544444444446,-118.46541666666668,2013,2,concrete,A,other,2,71.5,9.1,7.0,HWB6,650.65,seismic
53 3092S,2024,6,37,34.05618333333333,-118.45187222222222,2013,5,prestressed_concrete,A,other,1,31.7,8.5,6.0,HWB4,269.45,seismic
53 3093S,2024,6,37,34.05659722222222,-118.45185,2013,5,prestressed_concrete,A,other,1,34.8,9.1,6.0,HWB4,316.67999999999995,seismic
53 3201,2024,6,37,34.03708333333333,-118.22172222222224,2022,6,prestressed_concrete,A,other,2,91.5,20.7,7.0,HWB6,1894.05,seismic
53C0011,2024,6,37,34.064144444444445,-118.19714722222224,1936,3,steel,4,other,3,63.4,19.5,7.0,HWB28,1236.3,conventional
53C0019,2024,6,37,33.80424444444444,-118.20648611111112,1946,1,concrete,5,other,10,189.6,21.9,7.0,HWB1,4152.24,conventional
53C0020,2024,6,37,33.858336111111115,-118.19784166666668,1946,1,concrete,5,other,12,305.4,21.9,8.0,HWB1,6688.259999999999,conventional
53C0031,2024,6,37,33.88894722222222,-118.1882138888889,1958,2,concrete,5,other,6,130.7,22.6,5.0,HWB5,2953.82,conventional
53C0032,2024,6,37,34.05530555555556,-118.00560277777778,1916,3,steel,5,other,13,287.4,18.0,4.0,HWB1,5173.2,conventional
53C0034,2024,6,37,34.06159444444444,-118.09042222222222,1935,1,concrete,0,other,1,29.0,23.2,7.0,HWB3,672.8,conventional
53C0036,2024,6,37,34.00518888888889,-118.06475277777776,1964,3,steel,5,other,3,41.5,20.7,5.0,HWB28,859.05,conventional
53C0038,2024,6,37,34.06310555555555,-118.21516944444444,1982,6,prestressed_concrete,6,other,4,73.5,18.9,7.0,HWB6,1389.15,seismic
53C0042,2024,6,37,33.93053055555556,-118.17667222222222,1951,2,concrete,5,other,5,129.8,22.6,5.0,HWB5,2933.4800000000005,conventional
53C0044,2024,6,37,34.04141111111111,-118.231125,1930,1,concrete,4,other,1,559.9,17.1,7.0,HWB1,9574.29,conventional
53C0045,2024,6,37,34.06205833333333,-118.26021944444445,1942,1,concrete,4,other,1,171.3,15.0,7.0,HWB1,2569.5,conventional
53C0052,2024,6,37,34.10252777777778,-118.196,1940,1,concrete,2,other,1,19.0,10.4,7.0,HWB3,197.6,conventional
53C0053,2024,6,37,34.10389166666667,-118.19073055555556,1940,1,concrete,2,other,1,26.6,13.4,7.0,HWB3,356.44000000000005,conventional
53C0055,2024,6,37,33.858219444444444,-118.10300277777776,1952,2,concrete,5,other,5,92.4,19.2,7.0,HWB5,1774.0800000000002,conventional
53C0057,2024,6,37,33.950811111111115,-118.09469722222222,1937,2,concrete,2,other,8,129.0,19.0,5.0,HWB5,2451.0,conventional
53C0062,2024,6,37,34.189722222222215,-118.53590277777778,1955,2,concrete,4,other,3,68.9,22.6,7.0,HWB5,1557.1400000000003,conventional
53C0063,2024,6,37,34.185311111111105,-118.52721666666666,1957,2,concrete,5,other,3,77.4,18.6,7.0,HWB5,1439.6400000000003,conventional
53C0069,2024,6,37,34.43826111111111,-118.24917222222224,1948,4,steel,5,other,4,154.5,7.9,7.0,HWB1,1220.55,conventional
53C0071,2024,6,37,33.968491666666665,-118.1711,1948,2,concrete,5,other,6,140.5,14.6,5.0,HWB5,2051.3,conventional
53C0075,2024,6,37,34.09381111111112,-118.28163888888888,1929,1,concrete,4,other,1,28.7,23.2,,HWB3,665.8399999999999,conventional
53C0076,2024,6,37,34.15026944444444,-118.39284722222224,1951,1,concrete,5,other,1,41.3,19.8,7.0,HWB3,817.74,conventional
53C0077,2024,6,37,33.860080555555555,-118.21573055555557,1950,2,concrete,5,other,4,68.9,22.6,5.0,HWB5,1557.1400000000003,conventional
53C0079,2024,6,37,33.90199166666667,-118.10914166666666,1951,2,concrete,5,other,5,92.8,19.5,5.0,HWB5,1809.6,conventional
53C0080,2024,6,37,33.93925833333333,-118.10111944444444,1951,2,concrete,5,other,5,93.0,14.7,7.0,HWB5,1367.1,conventional
53C0081,2024,6,37,34.00677777777778,-118.06916944444444,1951,2,concrete,5,other,6,119.2,19.2,5.0,HWB5,2288.64,conventional
53C0082,2024,6,37,33.97547222222222,-118.08275555555556,1953,2,concrete,5,other,5,102.4,14.6,6.0,HWB5,1495.04,conventional
53C0083,2024,6,37,33.88771388888889,-118.10887222222222,1952,2,concrete,5,other,5,96.9,21.1,5.0,HWB5,2044.59,conventional
53C0084,2024,6,37,33.966658333333335,-118.09015555555555,1958,4,steel,5,other,7,198.1,15.8,5.0,HWB1,3129.98,conventional
53C0085,2024,6,37,33.96083055555556,-118.14451666666668,1953,1,concrete,5,other,3,65.4,24.4,5.0,HWB7,1595.76,conventional
53C0087,2024,6,37,33.97551666666667,-118.12005277777776,1954,2,concrete,5,other,6,151.8,20.0,5.0,HWB1,3036.0,conventional
53C0088,2024,6,37,34.106072222222224,-118.00688055555555,1960,1,concrete,6,other,1,21.3,25.0,7.0,HWB3,532.5,conventional
53C0089,2024,6,37,33.810311111111105,-118.0909972222222,1952,2,concrete,5,other,4,72.4,21.2,7.0,HWB5,1534.88,conventional
53C0096,2024,6,37,34.107975,-118.25405,1927,2,concrete,5,other,7,143.0,17.1,7.0,HWB5,2445.3,conventional
53C0104,2024,6,37,34.14342777777778,-118.75802777777778,1920,1,concrete,0,other,1,11.9,9.1,7.0,HWB3,108.29,conventional
53C0106,2024,6,37,33.916975,-118.1118472222222,1952,2,concrete,5,other,5,93.0,21.3,5.0,HWB5,1980.9,conventional
53C0107,2024,6,37,34.144525,-118.16744166666668,1913,1,concrete,0,other,11,439.6,9.1,7.0,HWB1,4000.36,conventional
53C0109,2024,6,37,34.01292222222222,-118.49093333333332,1965,1,concrete,6,other,1,10.9,13.1,5.0,HWB3,142.79,conventional
53C0114,2024,6,37,34.50824166666666,-118.63238055555554,1930,1,concrete,0,other,2,16.5,9.1,5.0,HWB7,150.15,conventional
53C0122,2024,6,37,33.97522777777778,-118.082675,1954,1,concrete,5,other,1,7.3,14.6,7.0,HWB3,106.58,conventional
53C0125,2024,6,37,34.05201666666667,-118.25341944444445,1956,2,concrete,5,other,9,211.2,13.1,5.0,HWB1,2766.72,conventional
53C0126,2024,6,37,34.074222222222225,-118.05576388888888,1955,1,concrete,5,other,1,18.9,18.3,5.0,HWB3,345.87,conventional
53C0130,2024,6,37,34.055747222222216,-118.229525,1926,1,concrete,4,other,1,313.0,17.1,5.0,HWB1,5352.3,conventional
53C0132,2024,6,37,34.03821666666666,-118.36869444444444,1962,3,steel,5,other,1,22.9,19.5,7.0,HWB15,446.55,conventional
53C0134,2024,6,37,34.07795,-118.26073055555555,1934,1,concrete,1,other,1,31.1,23.2,,HWB3,721.52,conventional
53C0135L,2024,6,37,33.85808055555556,-118.28158888888888,1963,1,concrete,5,other,8,117.0,10.1,5.0,HWB7,1181.7,conventional
53C0135R,2024,6,37,33.85787222222223,-118.28142777777778,1963,1,concrete,5,other,8,117.3,9.1,5.0,HWB7,1067.4299999999998,conventional
53C0136,2024,6,37,34.08262777777778,-118.27268055555555,1934,3,steel,4,other,1,19.5,23.2,7.0,HWB15,452.4,conventional
53C0140,2024,6,37,34.05214722222222,-118.25361388888888,1969,2,concrete,5,other,3,46.6,20.7,7.0,HWB5,964.62,conventional
53C0142,2024,6,37,34.05985833333333,-118.1451777777778,1934,1,concrete,0,other,1,29.3,18.3,7.0,HWB3,536.19,conventional
53C0143,2024,6,37,34.06015555555555,-118.14358055555556,1934,1,concrete,0,other,3,42.1,15.2,7.0,HWB7,639.92,conventional
53C0147,2024,6,37,34.06251666666667,-118.09103611111112,1935,1,concrete,0,other,1,15.5,23.2,5.0,HWB3,359.6,conventional
53C0149,2024,6,37,33.87721388888889,-118.01673055555555,1950,2,concrete,5,other,3,26.8,10.4,7.0,HWB5,278.72,conventional
53C0151,2024,6,37,34.05777222222222,-118.25226388888888,1940,4,steel,5,other,3,44.5,24.4,7.0,HWB10,1085.8,conventional
53C0153,2024,6,37,34.059755555555554,-118.24881388888888,1940,1,concrete,4,other,1,15.8,17.1,7.0,HWB3,270.18,conventional
53C0156,2024,6,37,33.97242222222222,-118.1206222222222,1951,3,steel,5,other,9,158.5,18.3,4.0,HWB1,2900.55,conventional
53C0157,2024,6,37,34.07683055555556,-118.0012888888889,1961,2,concrete,5,other,13,158.5,15.8,7.0,HWB1,2504.3,conventional
53C0158,2024,6,37,33.963950000000004,-118.17178333333334,1939,2,concrete,0,other,5,145.1,13.4,7.0,HWB5,1944.34,conventional
53C0159,2024,6,37,33.976172222222225,-118.17004444444444,1940,2,concrete,0,other,5,145.1,13.4,4.0,HWB5,1944.34,conventional
